seed,size_a,size_e,avg_applicant_rank_a_opt,avg_employer_rank_a_opt,avg_applicant_rank_e_opt,avg_employer_rank_e_opt,pairs_changed,blocking_a_opt,blocking_e_opt,correlation_score,trial
30061,30,30,5.9,6.466666666666667,6.033333333333333,5.766666666666667,2,0,0,0.08479910343885422,19
30062,30,30,5.166666666666667,3.7333333333333334,5.166666666666667,3.7333333333333334,0,0,0,0.09123039245605469,20
30063,30,30,5.866666666666666,5.5,6.133333333333334,4.966666666666667,2,0,0,0.08095695078372955,21
30064,30,30,7.166666666666667,4.866666666666666,7.166666666666667,4.866666666666666,0,0,0,0.11666391789913177,22
30065,30,30,5.9,4.766666666666667,5.9,4.766666666666667,0,0,0,0.08569454401731491,23
30066,30,30,6.133333333333334,3.933333333333333,6.133333333333334,3.933333333333333,0,0,0,0.10556215792894363,24
30067,30,30,6.233333333333333,3.066666666666667,6.233333333333333,3.066666666666667,0,0,0,0.09340375661849976,25
30068,30,30,6.5,3.6666666666666665,6.5,3.6666666666666665,0,0,0,0.10913185030221939,26
30069,30,30,6.433333333333334,4.166666666666667,6.433333333333334,4.166666666666667,0,0,0,0.08749815821647644,27
30070,30,30,7.466666666666667,4.566666666666666,7.466666666666667,4.566666666666666,0,0,0,0.11988184601068497,28
30071,30,30,5.4,3.8666666666666667,5.7,3.3666666666666667,2,0,0,0.10491666197776794,29
30072,30,30,6.633333333333334,3.8666666666666667,6.633333333333334,3.8666666666666667,0,0,0,0.11527486890554428,30
30073,30,30,7.533333333333333,6.4,8.066666666666666,4.733333333333333,6,0,0,0.1326587051153183,31
30074,30,30,7.0,4.766666666666667,7.5,4.166666666666667,2,0,0,0.0879838615655899,32
30075,30,30,5.9,4.6,6.466666666666667,4.4,2,0,0,0.10312099754810333,33
30076,30,30,5.0,4.2,5.0,4.2,0,0,0,0.09067045897245407,34
30077,30,30,5.6,3.6,5.6,3.6,0,0,0,0.08254071325063705,35
30078,30,30,5.966666666666667,4.733333333333333,5.966666666666667,4.733333333333333,0,0,0,0.07898808270692825,36
30079,30,30,5.633333333333334,4.566666666666666,5.633333333333334,4.566666666666666,0,0,0,0.06842536479234695,37
30080,30,30,5.766666666666667,5.3,6.033333333333333,4.966666666666667,2,0,0,0.07538547366857529,38
30081,30,30,5.466666666666667,5.433333333333334,6.8,3.6333333333333333,5,0,0,0.08982455730438232,39
30082,30,30,6.366666666666666,5.566666666666666,6.5,5.366666666666666,2,0,0,0.10020365566015244,40
30083,30,30,5.4,4.2,5.4,4.2,0,0,0,0.0967770591378212,41
30084,30,30,4.633333333333334,4.4,4.9,3.7,3,0,0,0.0763491541147232,42
30085,30,30,7.433333333333334,4.333333333333333,7.8,2.9,3,0,0,0.10898102819919586,43
30086,30,30,5.3,3.933333333333333,5.866666666666666,3.3666666666666667,2,0,0,0.09194152802228928,44
30087,30,30,7.533333333333333,4.533333333333333,7.533333333333333,4.533333333333333,0,0,0,0.127380833029747,45
30088,30,30,7.166666666666667,3.4,7.166666666666667,3.4,0,0,0,0.10613542795181274,46
30089,30,30,6.033333333333333,3.433333333333333,6.033333333333333,3.433333333333333,0,0,0,0.10233236849308014,47
30090,30,30,5.8,3.2,5.8,3.2,0,0,0,0.09919433295726776,48
30091,30,30,5.466666666666667,4.4,5.833333333333333,4.166666666666667,2,0,0,0.08635164797306061,49
30092,30,30,4.066666666666666,5.566666666666666,4.066666666666666,5.566666666666666,0,0,0,0.0764586478471756,50
30093,30,30,6.0,5.133333333333334,6.766666666666667,3.933333333333333,4,0,0,0.093423992395401,51
30094,30,30,6.166666666666667,3.2666666666666666,6.166666666666667,3.2666666666666666,0,0,0,0.12242643535137177,52
30095,30,30,5.766666666666667,5.066666666666666,5.966666666666667,4.6,2,0,0,0.07780515402555466,53
30096,30,30,7.2,4.766666666666667,7.866666666666666,3.6,3,0,0,0.12015148997306824,54
30097,30,30,5.666666666666667,4.133333333333334,5.666666666666667,4.133333333333334,0,0,0,0.09362222999334335,55
30098,30,30,5.833333333333333,5.566666666666666,6.8,4.833333333333333,2,0,0,0.0806894600391388,56
30099,30,30,6.833333333333333,4.0,7.7,3.433333333333333,4,0,0,0.10059777647256851,57
30100,30,30,5.733333333333333,4.4,6.433333333333334,3.2333333333333334,2,0,0,0.10148652642965317,58
30101,30,30,3.466666666666667,2.933333333333333,3.466666666666667,2.933333333333333,0,0,0,0.08621004968881607,59
30102,30,30,4.166666666666667,3.3333333333333335,4.166666666666667,3.3333333333333335,0,0,0,0.09464391320943832,60
